Identifier,Actual Dates:Duration months,Actual Dates:End Date,Actual Dates:Start Date,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,Beneficiary Location:0:Country Code,Beneficiary Location:0:Geographic Code,Beneficiary Location:0:Geographic Code Type,Beneficiary Location:0:Name,Beneficiary Location:1:Country Code,Beneficiary Location:1:Geographic Code,Beneficiary Location:1:Geographic Code Type,Beneficiary Location:1:Name,Beneficiary Location:2:Country Code,Beneficiary Location:2:Geographic Code,Beneficiary Location:2:Geographic Code Type,Beneficiary Location:2:Name,Beneficiary Location:3:Country Code,Beneficiary Location:3:Geographic Code,Beneficiary Location:3:Geographic Code Type,Beneficiary Location:3:Name,Beneficiary Location:4:Country Code,Beneficiary Location:4:Geographic Code,Beneficiary Location:4:Geographic Code Type,Beneficiary Location:4:Name,Beneficiary Location:5:Country Code,Beneficiary Location:5:Geographic Code,Beneficiary Location:5:Geographic Code Type,Beneficiary Location:5:Name,Beneficiary Location:6:Country Code,Beneficiary Location:6:Geographic Code,Beneficiary Location:6:Geographic Code Type,Beneficiary Location:6:Name,Beneficiary Location:7:Country Code,Beneficiary Location:7:Geographic Code,Beneficiary Location:7:Geographic Code Type,Beneficiary Location:7:Name,Beneficiary Location:Geographic Code,Beneficiary Location:Geographic Code Type,Beneficiary Location:Name,Currency,Data Source,Description,From An Open Call?,Funding Org:Description,Funding Org:Identifier,Funding Org:Name,Funding Org:Postal Code,Funding Org:Web Address,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,Last modified,License see note,Planned Dates:Duration (months),Planned Dates:Duration months,Planned Dates:End Date,Planned Dates:Start Date,Publisher:Name,Recipient District,Recipient District Geographic Code,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Identifier,Recipient Org:Location:0:Geographic Code,Recipient Org:Location:0:Geographic Code Type,Recipient Org:Location:0:Name,Recipient Org:Location:1:Geographic Code,Recipient Org:Location:1:Geographic Code Type,Recipient Org:Location:1:Name,Recipient Org:Location:2:Geographic Code,Recipient Org:Location:2:Geographic Code Type,Recipient Org:Location:2:Name,Recipient Org:Name,Recipient Org:Postal Code,Recipient Region,Recipient Ward,Recipient Ward Geographic Code,Retrieved for use in GrantNav,Title,URL,org_type,postcode,org_income,osward,lsoa11,lat,long,relevant
360G-blf-0030111423,,,,262669.0,262198.0,,2013-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"This is a continuation of the 'Saying Goodbye Project' by Kingston Bereavement Service (KBS). It provides one-to-one volunteer led counselling for children and young people affected by bereavement in Kingston-upon-Thames. It also provides information and advice for parents or carers, helping them better meet each child or young person's needs.",,,360G-blf,The Big Lottery Fund,,,RC5,Reaching Communities,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,60.0,,2013-10-01,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1160983,,GB-CHC-1160983,E05000403,,Canbury,E09000021,,Kingston upon Thames,,,,Kingston Bereavement Service,,London,Canbury Ward,E05000403,2018-06-04T09:08:02+00:00,Saying Goodbye Project,,Charity,KT2 6LQ,199467.0,E05000403,E01002937,51.413579,-0.295138,0
360G-blf-0030070636,,,,10000.0,10000.0,,2012-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,This is a project by a charity in Kingston upon Thames. The group will use the funding to replace roof lights at their building. This will create a safe energy efficient facility and avoid increased subscription rates for community groups.,,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2012-05-22,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,290029,,GB-CHC-290029,E05000415,,Tudor,E09000021,,Kingston upon Thames,,,,Leander (Kingston) Sea Scout Group,,London,Tudor Ward,E05000415,2018-06-04T09:08:02+00:00,Headquarters Roof Project,,Charity,TW11 9DL,43230.0,E05000522,E01003838,51.418482,-0.320167,0
360G-blf-0030060343,,,,10000.0,10000.0,,2011-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,This is a project by a community group in Kingston. The group will use funding to run a multimedia programme and basic skills training course for young people who are at risk of offending or hard to reach. This will provide beneficiaries with access to activities designed to improve their skills levels and increase their educational and employment prospects.,,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,11.0,,2011-11-01,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,6258097,GB-COH-06258097,E05000414,,Tolworth and Hook Rise,E09000021,,Kingston upon Thames,,,,Britafrique Limited,,London,Tolworth and Hook Rise Ward,E05000414,2018-06-04T09:08:02+00:00,Youths into Media Techniques,,Charity,,,,,,,0
360G-blf-0030022682,,,,7945.0,7945.0,,2008-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"A project by this Felton group to provide craft, music, dance and story telling sessions for members of the local community with the aim of learning more about the history and traditions of different cultures.",,,360G-blf,The Big Lottery Fund,,,A4E4,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2008-10-13,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1088386,4134760,GB-CHC-1088386,E05000403,,Canbury,E09000021,,Kingston upon Thames,,,,Feltham Arts Association Limited,,London,Canbury Ward,E05000403,2018-06-04T09:08:02+00:00,Celebrating Culture in Our Community,,Charity,TW13 4GU,128985.0,E05000352,E01033030,51.446367,-0.411086,0
360G-blf-0030070793,,,,5844.0,5844.0,,2012-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,This is a project by a primary school in Kingston upon Thames. The school will use the funding to install an outdoor gym for pupils. This will improve the facilities to enable beneficiaries of all ages and abilities to access exercise equipment.,,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,11.0,,2012-05-01,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-StJoseph'sRCPrimarySchoolSchool:StateSchool111934,E05000409,,Norbiton,E09000021,,Kingston upon Thames,,,,St Joseph's RC Primary School,,London,Norbiton Ward,E05000409,2018-06-04T09:08:02+00:00,Active Play - fun fitness for all,,School,,,,,,,0
360G-blf-0030064489,,,,9480.0,9480.0,,2013-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"This is a project by a charity in Kingston upon Thames.  The group will use the funding to run two community events, a storytelling festival and a carnival. This will build capacity for community engagement, bringing together a varied BME population to share stories and cultures to strengthen cross community relationships.",,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2013-06-25,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1127374,,GB-CHC-1127374,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,Global Arts Kingston,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Global Stories & Local Adventures,,Charity,,,,,,,0
360G-blf-0030063865,,,,8880.0,8880.0,,2013-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"This is a project by a charity in Winchester, Hampshire. The group will use the funding to deliver a music therapy programme for young people with SEN. This will improve their mental health and emotional well being and their ability to interact with other people.",,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2013-07-02,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1124102,6559536,GB-CHC-1124102,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,Key Changes Music Therapy,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Music Therapy for children with special educational needs at The Ridgeway S,,Charity,SO23 0LD,190053.0,E05011002,E01023256,51.066248,-1.298607,0
360G-blf-0030109176,,,,97060.0,98060.0,,2010-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,This project aims to improve the health and well-being of adults who have been bereaved. The project will provide specialist counselling for people who have experienced trauma as a result of tragic circumstances or other types of complicated grief and psychological distress.,,,360G-blf,The Big Lottery Fund,,,RC2,Reaching Communities,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,60.0,,2011-01-05,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1160983,,GB-CHC-1160983,E05000403,,Canbury,E09000021,,Kingston upon Thames,,,,Kingston Bereavement Service,,London,Canbury Ward,E05000403,2018-06-04T09:08:02+00:00,Adult Bereavement Service Project,,Charity,KT2 6LQ,199467.0,E05000403,E01002937,51.413579,-0.295138,0
360G-blf-0030093695,,,,7112.0,7112.0,,2010-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,The group in Kingston Upon Thames will use the funding to run workshops and stage an event to encourage young people to participate in Capoeira. This will engage people that do not participate in traditional competitive sport to become involved in physical exercise to improve their mental and physical wellbeing.,,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2010-08-24,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-AxeCapoeiraUKCharityCharity:CharitableUnincorporatedAssociation132010,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,Axe Capoeira UK Charity,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Inspiring young people through physical activity & discovering new cultures,,Charity,,,,,,,0
360G-blf-0030022757,,,,10000.0,8668.0,,2009-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,This project will install a new all weather cricket pitch and provide new scoreboards and sightscreens.,,,360G-blf,The Big Lottery Fund,,,A4E4,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2009-02-23,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-TeddingtonTownCricketClubCharity:CharitableUnincorporatedAssociation111891,E05000406,,Coombe Hill,E09000021,,Kingston upon Thames,,,,Teddington Town Cricket Club,,London,Coombe Hill Ward,E05000406,2018-06-04T09:08:02+00:00,Youth Cricket Development Project,,Sport Club,,,,,,,0
360G-blf-0030070752,,,,10000.0,10000.0,,2012-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,This is a project by a community organisation in Kingston Upon Thames. The group will use the funding to run a day of activities to celebrate the Queen's Diamond Jubilee. This will bring the community together to reduce isolation and promote cohesion.,,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2012-05-15,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-AlexandraNeighboursAssociationCharity:CharitableUnincorporatedAssociation131990,E05000400,,Alexandra,E09000021,,Kingston upon Thames,,,,Alexandra Neighbours Association,,London,Alexandra Ward,E05000400,2018-06-04T09:08:02+00:00,The Alexandra Neighbours Jubilee Event,,Charity,,,,,,,0
360G-blf-0030074388,,,,9999.0,9999.0,,2012-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"This is a project by a charity in Kingston-upon-Thames, Surrey. The group will use the funding to deliver a life skills support programme for young mothers. This will equip the beneficiaries with transferrable skills that will assist with seeking employment and further self development for the beneficiaries taking part in the project.",,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2013-01-01,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1146497,,GB-CHC-1146497,E05000400,,Alexandra,E09000021,,Kingston upon Thames,,,,Kingston Family Support,,London,Alexandra Ward,E05000400,2018-06-04T09:08:02+00:00,Enabling Ethnic Women's Integration,,Charity,,,,,,,0
360G-blf-0031000059,,,,10000.0,10000.0,,2013-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,This is a project by a charity in Kingston upon Thames serving beneficiaries in Richmond. The group will use the funding to provide a work experience scheme for patients recovering from ill mental health. This project will enhance beneficiaries employability prospects by developing their transferrable skills and enabling contact with employers.,,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2013-12-24,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,298975,,GB-CHC-298975,E05000403,,Canbury,E09000021,,Kingston upon Thames,,,,Kingston Advocacy Group,,London,Canbury Ward,E05000403,2018-06-04T09:08:02+00:00,E Plus- Recovery into work,,Charity,,,,,,,0
360G-blf-0030070090,,,,10000.0,8928.0,,2012-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"This is a project by a voluntary organisation in Kingston upon Thames. The group will use the funding to run capoeira, dance and music workshops, which will culminate in the hosting of an event to express the notion of freedom. This will unite people from different backgrounds, break barriers and promote community cohesion.",,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2012-10-09,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-AxeCapoeiraUKCharityCharity:CharitableUnincorporatedAssociation132010,E05000413,,Surbiton Hill,E09000021,,Kingston upon Thames,,,,Axe Capoeira UK Charity,,London,Surbiton Hill Ward,E05000413,2018-06-04T09:08:02+00:00,"Axe Capoeira UK Charity: Celebrating Freedom, Unity & Equality",,Charity,,,,,,,0
360G-blf-0030062453,,,,9997.0,9997.0,,2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"This is a project by a school in Guilford, Surrey. The group will use the funding to install outdoor fitness equipment for extracurricular physical actvities. This will encourage the children and the local community to engage in physical activity and encourage them to stay active and healthy. air skiers, rider, air walker, spinner, delivery",,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2013-11-26,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-BoxgrovePrimarySchoolSchool:Academy192013,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,Boxgrove Primary School,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Outdoor Fitness Area,,School,,,,,,,0
360G-blf-0031002167,,,,9988.0,9988.0,,2013-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"The group will use the funding to run a series of workshops to create music, dance and fashion for a theatre performance, for young people and adults from low income families. This will help to develop the communication skills, self confidence and wellbeing of the beneficiaries.",,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2014-03-27,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,8040262,GB-COH-08040262,E05000405,,Chessington South,E09000021,,Kingston upon Thames,,,,Power Generation New Steps C.I.C,,London,Chessington South Ward,E05000405,2018-06-04T09:08:02+00:00,Power Generation New Steps - 2013 Show,,CIC,,,,,,,0
360G-blf-0030074132,,,,8116.0,8116.0,,2012-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"This is a project by a charity in Surrey. The organisation will use funding to purchase additional equipment, including tents and a trailer, for their sea scout group. This will enable the organisation to provide additional activities, including the Duke of Edinburgh Award scheme, with the aim of developing the transferable skills of young people.",,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2012-10-02,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,305711,,GB-CHC-305711,E05000404,,Chessington North and Hook,E09000021,,Kingston upon Thames,,,,1st Cuddington Sea Scout Group,,London,Chessington North and Hook Ward,E05000404,2018-06-04T09:08:02+00:00,Duke of Edinburgh's Award Expeditions at Warspite,,Charity,KT4 7JD,84231.0,E05000410,E01002979,51.379052,-0.256273,0
360G-blf-0030073590,,,,6250.0,6250.0,,2012-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"This is a project by a charity in Kingston upon Thames. The group will use the funding to run health checks, dietician workshops and physical activity sessions for people with mental health issues. This will increase the beneficiaries' health knowledge, exercise and self confidence to improve their physical health and mental well-being.",,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2012-10-16,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,802456,,GB-CHC-802456,E05000413,,Surbiton Hill,E09000021,,Kingston upon Thames,,,,The Fircroft Trust,,London,Surbiton Hill Ward,E05000413,2018-06-04T09:08:02+00:00,Healthy Options,,Charity,KT6 6RH,583287.0,E05000413,E01002994,51.382183,-0.303562,0
360G-blf-0031008705,,,,5370.0,5370.0,,2014-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,Not Available,,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2014-08-11,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,,,360G-blf-org-SaheliOther:Other2791987,E05000414,,Tolworth and Hook Rise,E09000021,,Kingston upon Thames,,,,Saheli,,London,Tolworth and Hook Rise Ward,E05000414,2018-06-04T09:08:02+00:00,Saheli Celebrates- A Community Cultural Project,,Charity,,,,,,,0
360G-blf-0031007000,,,,9850.0,9850.0,,2014-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,Not Available,,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2014-07-22,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1127374,,GB-CHC-1127374,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,Global Arts Kingston,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,Global Feast; Our Community Celebrates,,Charity,,,,,,,0
360G-blf-0031012224,,,,9390.0,9390.0,,2014-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,Not Available,,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2014-08-21,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,802456,,GB-CHC-802456,E05000413,,Surbiton Hill,E09000021,,Kingston upon Thames,,,,The Fircroft Trust,,London,Surbiton Hill Ward,E05000413,2018-06-04T09:08:02+00:00,Growing in the Community,,Charity,KT6 6RH,583287.0,E05000413,E01002994,51.382183,-0.303562,0
360G-blf-0030013643,,,,9220.0,9220.0,,2011-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBP,https://www.biglotteryfund.org.uk/-/media/Files/Research%20Documents/aOpenDataFiles/BLFOpenData_2004_2015_V41.csv,"This is a project by a community group in Kingston upon Thames. The group will use funding to run an event for disabled people, to allow them to explore different communication methods and find out about available support.",,,360G-blf,The Big Lottery Fund,,,AFE1,Awards for All,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,,12.0,,2011-02-15,Big Lottery Fund,Kingston upon Thames London Boro,E09000021,1053246,3140903,GB-CHC-1053246,E05000408,,Grove,E09000021,,Kingston upon Thames,,,,EnhanceAble,,London,Grove Ward,E05000408,2018-06-04T09:08:02+00:00,The Big Chat,,Charity,KT1 2TW,1837239.0,E05000408,E01002966,51.401676,-0.299031,0
